146.55,127.86,47.41,48.09
143.82,127.41,49,49.23
141.77,128.09,48.54,50.14
139.94,128.77,48.78,50.83
139.26,129.69,48.77,51.05
137.44,130.37,49,51.05
136.3,130.6,49.45,51.28
136.75,130.6,49.92,51.51
136.07,129.91,50.37,52.43
134.47,129.91,51.51,51.74
134.47,128.09,51.97,53.79
132.19,129.69,52.43,52.87
129,129.46,51.74,54.02
125.81,130.6,51.74,53.79
121.48,131.51,52.2,54.24
117.15,132.65,52.65,54.02
113.96,132.19,52.65,55.16
110.09,133.33,52.87,55.39
106.67,133.56,53.1,55.61
105.75,134.02,52.88,54.47
107.12,132.19,53.79,54.48
108.03,129.91,54.25,55.16
113.5,128.09,54.93,55.61
118.06,125.36,53.79,54.7
119.2,122.39,55.61,55.39
123.3,119.43,54.71,54.93
124.67,116.92,54.93,56.07
124.67,115.78,53.79,55.16
123.99,114.64,54.47,55.39
122.62,113.5,54.93,56.3
119.66,113.5,54.02,56.07
119.2,113.5,54.93,55.39
117.61,113.5,54.7,55.84
116.7,114.19,56.98,55.61
120.11,114.19,54.25,56.52
119.2,115.1,54.48,55.61
120.11,115.33,56.07,56.52
125.81,115.56,54.93,55.61
129.91,115.1,54.71,55.84
132.65,114.87,55.61,55.84
136.3,115.1,55.84,55.84
137.66,114.87,55.16,56.07
141.08,115.78,55.62,56.07
144.96,117.38,54.01,54.02
146.32,116.92,54.48,54.02
147.46,116.7,53.57,56.29
147.92,118.75,52.65,54.24
146.1,117.83,54.01,54.48
145.64,117.38,53.11,54.24
144.27,117.15,52.43,53.56
142.22,116.01,52.88,54.25
141.54,115.33,52.65,54.7
139.94,115.33,51.97,54.7
138.35,115.56,52.42,54.24
135.38,115.78,52.2,54.02
132.65,115.56,52.42,54.24
130.37,115.78,51.97,53.56
128.09,115.56,50.37,53.1
124.9,114.87,50.83,52.65
121.94,114.19,50.6,52.42
118.52,113.28,51.28,51.96
116.24,112.14,50.37,51.73
115.1,112.14,51.28,52.42
113.28,113.28,51.96,53.33
110.77,112.82,51.97,53.56
109.4,112.36,52.2,53.79
108.03,112.59,52.2,52.65
107.81,112.59,51.28,52.88
106.44,112.59,52.19,52.65
105.53,112.14,52.42,52.87
104.39,111,52.42,53.79
103.25,110.54,52.88,52.42
103.02,109.17,52.65,53.79
102.79,109.17,52.88,53.79
102.79,107.81,52.88,55.15
102.34,108.95,53.1,54.01
101.88,109.63,52.65,54.02
101.88,110.09,52.42,53.78
100.74,111.68,53.11,53.33
100.51,112.36,52.88,53.11
100.51,113.28,53.11,54.01
100.28,113.73,53.11,55.39
100.97,114.87,54.02,54.02
101.42,116.47,53.79,54.47
102.56,118.06,54.02,55.16
103.48,118.52,54.01,54.7
104.39,119.89,53.1,54.92
105.75,120.11,57.44,54.93
119.2,119.66,63.36,54.47
136.98,119.43,65.19,55.38
157.26,122.62,63.82,57.66
176.18,129.23,62.68,59.26
189.4,133.56,58.81,57.67
196.24,133.11,58.12,57.66
199.89,135.16,56.29,59.94
202.62,142.22,57.44,59.49
205.36,142.91,56.52,58.12
206.04,144.05,56.3,57.2
201.71,147.46,54.7,57.9
201.94,148.15,54.47,56.75
198.06,147.69,55.84,57.89
197.61,149.97,55.38,57.21
198.75,150.43,55.38,56.52
198.75,150.2,54.7,56.3
198.97,150.66,54.71,55.61
199.2,150.43,53.11,55.15
196.47,149.97,53.79,54.47
196.92,148.83,53.11,55.16
193.28,148.38,53.33,53.33
192.36,146.1,53.34,54.47
193.73,146.55,52.65,52.88
190.09,144.05,51.73,52.19
190.09,143.82,51.96,52.88
190.31,142.91,50.6,51.96
188.03,141.77,49.46,51.28
186.21,140.63,50.6,51.73
184.39,141.08,49.46,50.83
182.11,140.4,49.46,50.6
178.23,141.08,47.87,49.92
175.04,141.77,49.23,49.23
172.31,141.54,47.18,49
168.66,142.22,47.18,48.55
167.29,141.99,46.96,47.87
165.93,141.99,46.26,46.73
163.87,141.77,44.68,46.04
163.19,141.99,45.13,45.36
164.1,140.63,46.04,46.04
165.7,140.17,44.21,46.72
166.61,138.58,43.99,46.26
168.21,137.89,44.21,45.59
170.48,138.12,42.85,43.99
171.4,136.75,42.62,44.22
172.08,136.75,42.39,43.76
173.68,135.16,41.93,43.76
176.18,135.61,40.12,42.62
174.59,134.93,41.71,42.85
174.59,134.24,41.71,42.17
175.95,133.79,42.17,41.94
178.46,134.47,40.34,41.26
179.15,134.24,40.11,40.8
180.06,135.38,39.66,39.43
180.97,134.93,38.52,40.11
181.88,135.16,38.52,39.65
182.79,135.16,38.52,38.74
183.7,135.61,37.84,37.84
184.16,135.38,37.61,37.61
184.84,136.07,37.61,36.92
185.53,135.61,37.15,36.7
186.21,135.61,36.47,36.7
184.39,136.75,36.01,37.84
182.11,138.12,36.47,38.06
179.37,139.94,36.47,37.38
176.18,141.31,36.47,38.06
174.81,142.91,36.47,37.37
171.62,143.82,36.24,37.83
168.43,145.87,36.24,36.92
165.24,146.55,36.24,38.52
162.05,147.92,36.24,37.61
159.09,149.06,36.24,37.83
156.35,149.97,36.47,38.29
153.16,151.34,36.24,37.61
151.34,152.71,36.24,37.15
149.06,153.62,36.92,37.38
147.46,154.53,37.16,38.06
146.1,156.13,36.92,37.6
144.27,156.58,37.38,38.52
142.45,157.95,38.06,38.29
141.77,158.63,38.06,39.43
140.63,159.77,37.6,39.2
139.03,160.91,37.61,38.75
138.58,161.82,37.6,38.52
138.35,162.05,37.83,38.75
138.35,162.05,37.83,38.75
137.21,162.96,38.52,38.98
137.66,163.42,38.29,38.29
137.44,163.42,37.83,38.52
135.38,163.87,38.3,38.3
